sourceBatch,sourceFile,sourceBatchFileId,questionId,grade,semester,unitTitle,topicId,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,independentAnswer,deterministicMathStatus,mathCorrectnessScore,curriculumFitScore,schemaScore,explanationScore,languageScore,diversityScore,sourceSafetyScore,overallScore,directLaunchCandidate,rewriteRecommended,reviewRecommendation,blockerFlags,riskFlags
deepseek-600,P3-lower-03.json,P3-lower-03,pep-primary-p3-lower-025,P3,lower,期中综合,,p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication | division-algorithm | 综合应用 | 解决问题 | 提优,Core,multiple-choice,小明用36个边长1厘米的小正方形拼成一个大长方形。下面哪个说法是正确的？,大长方形的面积是36平方厘米，周长一定是26厘米。 | 大长方形的面积是36平方厘米，周长不固定。 | 大长方形的周长是36厘米，面积不固定。 | 大长方形的面积和周长都是36。,大长方形的面积是36平方厘米，周长不固定。,大长方形的面积是36平方厘米，周长不固定。,用36个1平方厘米小正方形拼成的大长方形，面积固定为36平方厘米。但形状可以不同（如长36宽1，长18宽2等），周长也会不同，所以周长不固定。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-integrated-extension,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-03.json,P3-lower-03,pep-primary-p3-lower-026,P3,lower,除数是一位数的除法,,position-direction | map-orientation | one-digit-divisor-division | division-algorithm | 位置与方向 | 除数是一位数 | 除法 | area-measurement,Foundation,fill-in,在算式 □÷6=12……△ 中，△最大是______，此时□是______。,,"5, 77","5, 77",在有余数的除法中，余数必须小于除数，所以△最大是5。被除数=商×除数+余数=12×6+5=72+5=77。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-position-division,,manual-required,75,100,100,85,80,100,100,89.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-03.json,P3-lower-03,pep-primary-p3-lower-027,P3,lower,笔算乘法,,two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数 | 笔算乘法 | area-measurement | perimeter-area | decimal-introduction,Core,short-answer,一箱橙子有24个，幼儿园买了15箱。先估算大约有多少个橙子，再精确计算。写出估算和精确计算的过程。,,估算：约300个；精确：360个,"估算：约300个；精确：360个 | 约300, 360 | 300, 360",估算：24≈20，20×15=300，所以大约300个。精确计算：24×15=24×10+24×5=240+120=360个。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-two-digit-multiplication,,manual-required,75,100,100,85,80,100,100,89.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-03.json,P3-lower-03,pep-primary-p3-lower-028,P3,lower,面积,,area-measurement | unit-square | rectangle-square-area | perimeter-area | 面积 | 面积单位 | 周长 | 长方形面积,Foundation,multiple-choice,"下面哪个图形的面积最大？
甲：边长为4厘米的正方形
乙：长为5厘米、宽为3厘米的长方形
丙：长为6厘米、宽为2厘米的长方形
丁：边长为3厘米的正方形",甲 | 乙 | 丙 | 丁,甲,甲,甲面积=4×4=16平方厘米；乙面积=5×3=15平方厘米；丙面积=6×2=12平方厘米；丁面积=3×3=9平方厘米。所以甲的面积最大。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-area-perimeter,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-03.json,P3-lower-03,pep-primary-p3-lower-029,P3,lower,年、月、日,,decimal-introduction | money-decimal | date-calendar | data-table | 小数初步 | 年月日 | 复式统计表 | 统计,Core,fill-in,2024年是闰年，2月有______天，全年有______天。,,"29, 366","29, 366",闰年2月有29天，全年366天。平年2月28天，全年365天。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-decimal-date-data,,manual-required,75,100,100,85,80,100,100,89.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-03.json,P3-lower-03,pep-primary-p3-lower-030,P3,lower,期末综合,,p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication | division-algorithm | 综合应用 | 解决问题 | 提优,Foundation,short-answer,妈妈买了2.5千克苹果和1.8千克香蕉。苹果每千克8元，香蕉每千克6元。妈妈一共花了多少钱？,,30.8元,30.8元 | 30.8,苹果总价：2.5×8=20元；香蕉总价：1.8×6=10.8元；合计：20+10.8=30.8元。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-integrated-extension,,manual-required,85,100,100,100,80,100,100,94.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-031,P3,lower,位置与方向（一）,,position-direction | map-orientation | one-digit-divisor-division | division-algorithm | 位置与方向 | 除数是一位数 | 除法 | area-measurement,Core,multiple-choice,小华站在学校操场中央，面向北方。他先向左转90度，再向后转180度。此时他面向什么方向？,东 | 南 | 西 | 北,西,西,初始面向北。向左转90度后，面向西。再向后转180度，方向变为相反方向，即东。但注意：向后转是转180度，从西向后转180度，变成东。所以最终面向东。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-position-division,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-032,P3,lower,口算乘法,,two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数 | 笔算乘法 | area-measurement | perimeter-area | decimal-introduction,Foundation,fill-in,估算 32 × 19 的结果大约是多少？请填写一个整百数。,,600,600,32 接近 30，19 接近 20，30 × 20 = 600，所以估算结果是 600。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-two-digit-multiplication,,manual-required,85,100,100,100,80,100,100,94.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-033,P3,lower,周长与面积辨析,,area-measurement | unit-square | rectangle-square-area | perimeter-area | 面积 | 面积单位 | 周长 | 长方形面积,Core,short-answer,一个长方形花坛，长 8 米，宽 5 米。如果在花坛四周围上篱笆，篱笆长多少米？如果每平方米种 4 株花，一共可以种多少株花？请分别回答。,,篱笆长26米，可以种160株花。,"篱笆长26米，可以种160株花。 | 26米，160株 | 26,160",篱笆长即周长：(8+5)×2=26米。面积：8×5=40平方米，种花：40×4=160株。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-area-perimeter,,manual-required,75,100,100,85,80,100,100,89.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-034,P3,lower,小数的初步认识,,decimal-introduction | money-decimal | date-calendar | data-table | 小数初步 | 年月日 | 复式统计表 | 统计,Foundation,multiple-choice,小明买一支铅笔花了 0.8 元，买一块橡皮花了 0.5 元。他一共花了多少钱？,0.13元 | 1.3元 | 0.85元 | 1.5元,1.3元,1.3元,0.8 + 0.5 = 1.3 元。注意小数点对齐，8角加5角等于13角，即1.3元。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-decimal-date-data,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-035,P3,lower,解决问题,,p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication | division-algorithm | 综合应用 | 解决问题 | 提优,Core,fill-in,学校图书馆有故事书 240 本，科技书是故事书的 3 倍。科技书和故事书一共有多少本？请填写数字。,,960,960 | 960本,科技书：240 × 3 = 720 本。总共：240 + 720 = 960 本。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-integrated-extension,,manual-required,85,100,100,100,80,100,100,94.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-036,P3,lower,除数是一位数的除法,,position-direction | map-orientation | one-digit-divisor-division | division-algorithm | 位置与方向 | 除数是一位数 | 除法 | area-measurement,Foundation,short-answer,把 256 个苹果平均分给 4 个班级，每个班级分到多少个苹果？请写出答案。,,64,64 | 64个,256 ÷ 4 = 64。先分 25 个十，每班 6 个十，余 1 个十，与 6 个一合起来是 16 个一，每班 4 个一。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-position-division,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-037,P3,lower,两位数乘两位数,,two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数 | 笔算乘法 | area-measurement | perimeter-area | decimal-introduction,Core,multiple-choice,计算 23 × 31 时，下面哪个算式表示的是正确的竖式计算过程？,23 × 30 + 23 × 1 | 23 × 3 + 23 × 1 | 20 × 31 + 3 × 1 | 23 × 30 + 1,23 × 30 + 23 × 1,23 × 30 + 23 × 1,23 × 31 可以拆成 23 × 30 和 23 × 1，再把两部分相加。竖式中先算 23 × 1，再算 23 × 30，注意数位对齐。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-two-digit-multiplication,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-038,P3,lower,长方形、正方形面积,,area-measurement | unit-square | rectangle-square-area | perimeter-area | 面积 | 面积单位 | 周长 | 长方形面积,Foundation,fill-in,一个正方形的边长是 7 厘米，它的面积是多少平方厘米？请填写数字。,,49,49 | 49平方厘米,正方形面积 = 边长 × 边长 = 7 × 7 = 49 平方厘米。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-area-perimeter,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-039,P3,lower,复式统计表,,decimal-introduction | money-decimal | date-calendar | data-table | 小数初步 | 年月日 | 复式统计表 | 统计,Core,multiple-choice,"下面是三年级两个班同学喜欢的水果统计表（单位：人）：
一班：苹果 12，香蕉 8，橘子 5
二班：苹果 10，香蕉 11，橘子 7
哪个班喜欢苹果的人数更多？",一班 | 二班 | 一样多 | 无法比较,一班,一班,一班喜欢苹果的有 12 人，二班有 10 人，12 > 10，所以一班更多。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-decimal-date-data,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-04.json,P3-lower-04,pep-primary-p3-lower-040,P3,lower,提优拓展,,p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication | division-algorithm | 综合应用 | 解决问题 | 提优,Foundation,fill-in,用一根长 36 厘米的铁丝围成一个正方形，这个正方形的面积是多少平方厘米？请填写数字。,,81,81 | 81平方厘米,铁丝长即正方形周长，边长 = 36 ÷ 4 = 9 厘米，面积 = 9 × 9 = 81 平方厘米。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-integrated-extension,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-041,P3,lower,位置与方向（一）,,position-direction | map-orientation | one-digit-divisor-division | division-algorithm | 位置与方向 | 除数是一位数 | 除法 | area-measurement,Core,multiple-choice,小华站在操场中央，面向北。他先向右转，向前走10米；再向左转，向前走5米。现在小华在出发点的什么方向？,东北 | 西北 | 东南 | 西南,东北,东北,面向北，右转是东，走10米到东边；再左转是北，走5米到北边。所以位置是东和北之间，即东北方向。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-position-division,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-042,P3,lower,笔算乘法,,two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数 | 笔算乘法 | area-measurement | perimeter-area | decimal-introduction,Foundation,fill-in,计算 23 × 14 时，可以先算 23 × 10 = 230，再算 23 × 4 = 92，最后把两个积相加。请写出 23 × 14 的积。,,322,322,23 × 10 = 230，23 × 4 = 92，230 + 92 = 322。所以 23 × 14 = 322。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-two-digit-multiplication,,manual-required,85,100,100,100,60,100,100,92.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-043,P3,lower,面积,,area-measurement | unit-square | rectangle-square-area | perimeter-area | 面积 | 面积单位 | 周长 | 长方形面积,Core,multiple-choice,一个长方形，长8厘米，宽5厘米。下面说法正确的是：,面积是40平方厘米，周长是26厘米 | 面积是26平方厘米，周长是40厘米 | 面积是40厘米，周长是26平方厘米 | 面积是13平方厘米，周长是40厘米,面积是40平方厘米，周长是26厘米,面积是40平方厘米，周长是26厘米,面积 = 长 × 宽 = 8 × 5 = 40（平方厘米）；周长 = (长 + 宽) × 2 = (8 + 5) × 2 = 26（厘米）。注意单位不能混淆。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-area-perimeter,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-044,P3,lower,年、月、日,,decimal-introduction | money-decimal | date-calendar | data-table | 小数初步 | 年月日 | 复式统计表 | 统计,Foundation,fill-in,2024年是闰年，2月有29天。小丽从2月26日开始读一本故事书，每天读12页，到2月29日共读了多少页？,,48,48 | 48页,从2月26日到2月29日共4天（26、27、28、29）。每天12页，4天共 12 × 4 = 48（页）。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-decimal-date-data,,manual-required,85,100,100,100,80,100,100,94.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-045,P3,lower,期中综合,,p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication | division-algorithm | 综合应用 | 解决问题 | 提优,Core,multiple-choice,学校图书室有6个书架，每个书架有4层，每层放25本书。这些书架一共能放多少本书？下面列式正确的是：,6 × 4 × 25 | 6 + 4 + 25 | 6 × 4 + 25 | (6 + 4) × 25,6 × 4 × 25,6 × 4 × 25,先算总层数：6 × 4 = 24（层），再算总本数：24 × 25 = 600（本）。所以连乘算式 6 × 4 × 25 正确。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-integrated-extension,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-046,P3,lower,除数是一位数的除法,,position-direction | map-orientation | one-digit-divisor-division | division-algorithm | 位置与方向 | 除数是一位数 | 除法 | area-measurement,Core,fill-in,把84块巧克力平均分给3个班，每个班分到多少块？如果每班再平均分给4个小组，每个小组分到多少块？,,"28,7","28,7 | 28块,7块 | 每个班28块，每个小组7块",84 ÷ 3 = 28（块），每个班28块。28 ÷ 4 = 7（块），每个小组7块。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-position-division,,manual-required,75,100,100,85,80,100,100,89.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-047,P3,lower,口算乘法,,two-digit-by-two-digit-multiplication | partial-products | multiplication-estimation | 两位数乘两位数 | 笔算乘法 | area-measurement | perimeter-area | decimal-introduction,Core,multiple-choice,估算 38 × 21 的结果，下面哪个最接近？,800 | 600 | 900 | 700,800,800,38 ≈ 40，21 ≈ 20，40 × 20 = 800。实际 38 × 21 = 798，所以800最接近。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-two-digit-multiplication,,manual-required,85,100,100,100,80,100,100,94.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-048,P3,lower,周长与面积辨析,,area-measurement | unit-square | rectangle-square-area | perimeter-area | 面积 | 面积单位 | 周长 | 长方形面积,Core,fill-in,用一根长24厘米的铁丝围成一个正方形，这个正方形的面积是多少平方厘米？,,36,36 | 36平方厘米,周长24厘米，边长 = 24 ÷ 4 = 6（厘米）。面积 = 6 × 6 = 36（平方厘米）。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-area-perimeter,,manual-required,85,100,100,100,100,65,100,92.8,false,false,sample-review,,exact-prompt-duplicate | manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-049,P3,lower,小数的初步认识,,decimal-introduction | money-decimal | date-calendar | data-table | 小数初步 | 年月日 | 复式统计表 | 统计,Core,multiple-choice,下面哪个小数表示“5元6角”？,5.6元 | 5.06元 | 56.0元 | 0.56元,5.6元,5.6元,6角是0.6元，所以5元6角 = 5.6元。注意小数点的位置。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-decimal-date-data,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-lower-05.json,P3-lower-05,pep-primary-p3-lower-050,P3,lower,期末综合,,p3-lower-integrated-review | operation-selection | area-measurement | two-digit-multiplication | division-algorithm | 综合应用 | 解决问题 | 提优,Core,multiple-choice,三（1）班同学参加兴趣小组情况如下：绘画组12人，舞蹈组8人，书法组5人。绘画组比舞蹈组多几人？全班一共有多少人？,多4人，一共25人 | 多4人，一共20人 | 多12人，一共25人 | 多8人，一共25人,多4人，一共25人,多4人，一共25人,绘画组比舞蹈组多 12 - 8 = 4（人）。全班总人数 = 12 + 8 + 5 = 25（人）。,pep-primary-p3-lower-area-decimal-data,pep-primary-p3-lower-paper-integrated-extension,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-001,P3,upper,时、分、秒,,time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction | 时分秒 | 测量 | 万以内加减法 | multiplication-division-extension,Core,multiple-choice,小华从家走到学校用了25分钟。他早上7:40从家出发，到学校时是几点？,8:00 | 8:05 | 8:10 | 8:15,8:05,8:05,7:40经过20分钟是8:00，再经过5分钟是8:05，所以到达时间是8:05。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-002,P3,upper,多位数乘一位数,,times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识 | 多位数乘一位数 | 有余数除法 | multidigit-addition-subtraction | multiplication-division-extension,Foundation,fill-in,计算 234 × 3 = ______。,,702,702,用3分别乘234的每一位：3×4=12，写2进1；3×3=9，加进位1得10，写0进1；3×2=6，加进位1得7，所以结果是702。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times,,manual-required,85,100,100,100,80,100,100,94.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-003,P3,upper,长方形和正方形,,rectangle-square | perimeter | side-length-reasoning | 长方形 | 正方形 | 周长 | multidigit-addition-subtraction | multiplication-division-extension,Challenge,short-answer,一个长方形花坛，长是8米，宽是5米。如果在花坛四周围上篱笆，篱笆长多少米？,,26,26 | 26米,篱笆长就是长方形的周长，周长 = (长+宽)×2 = (8+5)×2 = 13×2 = 26（米）。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-004,P3,upper,分数的初步认识,,fraction-introduction | unit-fraction | equal-partition | fraction-comparison | 分数初步 | 几分之一 | 几分之几 | 平均分,Exam,multiple-choice,把一张圆形纸片平均分成8份，涂色部分占其中的3份。涂色部分可以用哪个分数表示？,1/3 | 3/8 | 1/8 | 3/11,3/8,3/8,整体被平均分成8份，分母是8；涂色部分占3份，分子是3，所以是3/8。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-fraction-introduction,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-005,P3,upper,期中综合,,p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter | fraction-introduction | 综合应用 | 易错 | 期末,Core,fill-in,在括号里填上合适的数：5千米 = ( )米。,,5000,5000,1千米=1000米，5千米就是5个1000米，即5000米。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-006,P3,upper,万以内的加法和减法,,time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction | 时分秒 | 测量 | 万以内加减法 | multiplication-division-extension,Foundation,short-answer,图书馆有故事书126本，科技书比故事书多38本。科技书有多少本？,,164,164 | 164本,科技书比故事书多38本，用加法：126 + 38 = 164（本）。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-007,P3,upper,倍的认识,,times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识 | 多位数乘一位数 | 有余数除法 | multidigit-addition-subtraction | multiplication-division-extension,Challenge,multiple-choice,果园里有苹果树8棵，梨树的棵数是苹果树的4倍。梨树有多少棵？,2棵 | 12棵 | 32棵 | 40棵,32棵,32棵,求一个数的几倍是多少，用乘法：8 × 4 = 32（棵）。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-008,P3,upper,周长,,rectangle-square | perimeter | side-length-reasoning | 长方形 | 正方形 | 周长 | multidigit-addition-subtraction | multiplication-division-extension,Exam,fill-in,一个正方形的边长是7厘米，它的周长是______厘米。,,28,28 | 28厘米,正方形周长 = 边长×4 = 7×4 = 28（厘米）。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-009,P3,upper,几分之几,,fraction-introduction | unit-fraction | equal-partition | fraction-comparison | 分数初步 | 几分之一 | 几分之几 | 平均分,Core,short-answer,把一根绳子平均分成5段，取其中的2段。这2段是这根绳子的几分之几？,,2/5,2/5 | 五分之二,平均分成5段，分母是5；取2段，分子是2，所以是2/5。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-fraction-introduction,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-01.json,P3-upper-01,pep-primary-p3-upper-010,P3,upper,期末综合,,p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter | fraction-introduction | 综合应用 | 易错 | 期末,Foundation,multiple-choice,下列哪个图形的涂色部分可以用1/4表示？,一个正方形被分成4个大小不同的三角形，涂了其中1个。 | 一个圆形被平均分成4份，涂了其中1份。 | 一个长方形被分成4份，涂了其中1份。 | 一个三角形被分成4份，涂了其中1份。,一个圆形被平均分成4份，涂了其中1份。,一个圆形被平均分成4份，涂了其中1份。,只有平均分成4份，涂1份才能用1/4表示。圆形被平均分成4份，符合条件。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-02.json,P3-upper-02,pep-primary-p3-upper-011,P3,upper,测量,,time-measurement | elapsed-time | length-mass-measurement | multidigit-addition-subtraction | 时分秒 | 测量 | 万以内加减法 | multiplication-division-extension,Challenge,fill-in,小华从家到学校要走15分钟，他每天7:40从家出发。今天他比平时晚出发了8分钟，到达学校的时间是几时几分？,,8:03,8:03 | 8时3分 | 8点3分,平时出发时间7:40加15分钟是7:55到校。今天晚出发8分钟，即7:48出发，再加15分钟是8:03到校。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-02.json,P3-upper-02,pep-primary-p3-upper-012,P3,upper,有余数的除法,,times-as-many | multidigit-by-one-digit-multiplication | division-with-remainder | 倍的认识 | 多位数乘一位数 | 有余数除法 | multidigit-addition-subtraction | multiplication-division-extension,Core,short-answer,三年级同学做彩旗，每面彩旗需要3米长的彩带。李老师买了85米彩带，最多可以做多少面彩旗？还剩多少米彩带？,,28面，剩1米,28面，剩1米 | 28面1米,85÷3=28（面）……1（米）。商28是彩旗数量，余数1是剩下的彩带长度。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-02.json,P3-upper-02,pep-primary-p3-upper-013,P3,upper,长方形和正方形,,rectangle-square | perimeter | side-length-reasoning | 长方形 | 正方形 | 周长 | multidigit-addition-subtraction | multiplication-division-extension,Foundation,multiple-choice,一个长方形的长是8厘米，宽是5厘米。下面哪个说法是正确的？,周长是13厘米 | 周长是26厘米 | 周长是40厘米 | 周长是16厘米,周长是26厘米,周长是26厘米,长方形周长=（长+宽）×2=（8+5）×2=13×2=26（厘米）。选项A只加了长和宽，选项C是长×宽，选项D是（长+宽）×2算错。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles,,manual-required,75,100,100,85,100,100,100,91.5,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-02.json,P3-upper-02,pep-primary-p3-upper-014,P3,upper,几分之一,,fraction-introduction | unit-fraction | equal-partition | fraction-comparison | 分数初步 | 几分之一 | 几分之几 | 平均分,Challenge,fill-in,把一张圆形纸片对折两次后，沿折痕剪开，得到大小一样的4份。每份是这张纸的几分之一？,,四分之一,四分之一 | 1/4 | 4分之1,对折两次把圆平均分成4份，每份是它的1/4，也就是四分之一。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-fraction-introduction,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
deepseek-600,P3-upper-02.json,P3-upper-02,pep-primary-p3-upper-015,P3,upper,易错提优,,p3-upper-integrated-review | operation-selection | measurement-reasoning | perimeter | fraction-introduction | 综合应用 | 易错 | 期末,Core,short-answer,小明用一根铁丝围成了一个边长6厘米的正方形。如果用这根铁丝围成一个长8厘米的长方形，这个长方形的宽是多少厘米？,,4厘米,4厘米 | 4cm | 4,铁丝长度=正方形周长=6×4=24（厘米）。长方形周长=（长+宽）×2，所以宽=24÷2−8=12−8=4（厘米）。,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review,,manual-required,85,100,100,100,100,100,100,96.3,false,false,sample-review,,manual-math-review-required
