templateFamilyId,illustrationCategory,categoryLabelZh,illustrationPhase,gptImage2Batch,topicId,unitTitle,questionType,questionCount,gradeBreakdown,difficultyBreakdown,representativeQuestionId,representativePromptZhHans,normalizedPromptTemplate,suggestedImageKind,exactMathLabelsNeeded,notes,questionIds
pep-junior-illustration-template-024,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s1-lower-equations-inequalities-data,二元一次方程组、不等式与数据初步,multiple-choice,33,S1: 33,Core: 33,pep-junior-v2-s1-k05-mc-001,解不等式：2x-34 > 34。,解不等式：#x# > #。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s1-k05-mc-001 pep-junior-v2-s1-k05-mc-002 pep-junior-v2-s1-k05-mc-003 pep-junior-v2-s1-k05-mc-004 pep-junior-v2-s1-k05-mc-005 pep-junior-v2-s1-k05-mc-006 pep-junior-v2-s1-k05-mc-007 pep-junior-v2-s1-k05-mc-008 pep-junior-v2-s1-k05-mc-009 pep-junior-v2-s1-k05-mc-010 pep-junior-v2-s1-k05-mc-011 pep-junior-v2-s1-k05-mc-012 pep-junior-v2-s1-k05-mc-013 pep-junior-v2-s1-k05-mc-014 pep-junior-v2-s1-k05-mc-015 pep-junior-v2-s1-k05-mc-016 pep-junior-v2-s1-k05-mc-017 pep-junior-v2-s1-k05-mc-018 pep-junior-v2-s1-k05-mc-019 pep-junior-v2-s1-k05-mc-020 pep-junior-v2-s1-k05-mc-021 pep-junior-v2-s1-k05-mc-022 pep-junior-v2-s1-k05-mc-023 pep-junior-v2-s1-k05-mc-024 pep-junior-v2-s1-k05-mc-025 pep-junior-v2-s1-k05-mc-026 pep-junior-v2-s1-k05-mc-027 pep-junior-v2-s1-k05-mc-028 pep-junior-v2-s1-k05-mc-029 pep-junior-v2-s1-k05-mc-030 pep-junior-v2-s1-k05-mc-031 pep-junior-v2-s1-k05-mc-032 pep-junior-v2-s1-k05-mc-033
pep-junior-illustration-template-025,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s1-lower-equations-inequalities-data,二元一次方程组、不等式与数据初步,fill-in,33,S1: 33,Core: 6; Exam: 27,pep-junior-v2-s1-k05-fi-001,方程组x+y=23，x-y=19的解是____。,方程组x+y=#，x-y=#的解是____。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s1-k05-fi-001 pep-junior-v2-s1-k05-fi-002 pep-junior-v2-s1-k05-fi-003 pep-junior-v2-s1-k05-fi-004 pep-junior-v2-s1-k05-fi-005 pep-junior-v2-s1-k05-fi-006 pep-junior-v2-s1-k05-fi-007 pep-junior-v2-s1-k05-fi-008 pep-junior-v2-s1-k05-fi-009 pep-junior-v2-s1-k05-fi-010 pep-junior-v2-s1-k05-fi-011 pep-junior-v2-s1-k05-fi-012 pep-junior-v2-s1-k05-fi-013 pep-junior-v2-s1-k05-fi-014 pep-junior-v2-s1-k05-fi-015 pep-junior-v2-s1-k05-fi-016 pep-junior-v2-s1-k05-fi-017 pep-junior-v2-s1-k05-fi-018 pep-junior-v2-s1-k05-fi-019 pep-junior-v2-s1-k05-fi-020 pep-junior-v2-s1-k05-fi-021 pep-junior-v2-s1-k05-fi-022 pep-junior-v2-s1-k05-fi-023 pep-junior-v2-s1-k05-fi-024 pep-junior-v2-s1-k05-fi-025 pep-junior-v2-s1-k05-fi-026 pep-junior-v2-s1-k05-fi-027 pep-junior-v2-s1-k05-fi-028 pep-junior-v2-s1-k05-fi-029 pep-junior-v2-s1-k05-fi-030 pep-junior-v2-s1-k05-fi-031 pep-junior-v2-s1-k05-fi-032 pep-junior-v2-s1-k05-fi-033
pep-junior-illustration-template-026,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,multiple-choice,22,S1: 22,Foundation: 22,pep-junior-v2-s1-k02-mc-001,化简：(3x+9)+(3x-4)。,化简：(#x+#)+(#x#)。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s1-k02-mc-001 pep-junior-v2-s1-k02-mc-002 pep-junior-v2-s1-k02-mc-003 pep-junior-v2-s1-k02-mc-004 pep-junior-v2-s1-k02-mc-005 pep-junior-v2-s1-k02-mc-006 pep-junior-v2-s1-k02-mc-007 pep-junior-v2-s1-k02-mc-008 pep-junior-v2-s1-k02-mc-009 pep-junior-v2-s1-k02-mc-010 pep-junior-v2-s1-k02-mc-011 pep-junior-v2-s1-k02-mc-012 pep-junior-v2-s1-k02-mc-013 pep-junior-v2-s1-k02-mc-014 pep-junior-v2-s1-k02-mc-015 pep-junior-v2-s1-k02-mc-016 pep-junior-v2-s1-k02-mc-017 pep-junior-v2-s1-k02-mc-018 pep-junior-v2-s1-k02-mc-019 pep-junior-v2-s1-k02-mc-020 pep-junior-v2-s1-k02-mc-021 pep-junior-v2-s1-k02-mc-022
pep-junior-illustration-template-027,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,fill-in,22,S1: 22,Foundation: 22,pep-junior-v2-s1-k02-fi-001,解方程：3x+8=23。x=____。,解方程：#x+#=#。x=____。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s1-k02-fi-001 pep-junior-v2-s1-k02-fi-002 pep-junior-v2-s1-k02-fi-003 pep-junior-v2-s1-k02-fi-004 pep-junior-v2-s1-k02-fi-005 pep-junior-v2-s1-k02-fi-006 pep-junior-v2-s1-k02-fi-007 pep-junior-v2-s1-k02-fi-008 pep-junior-v2-s1-k02-fi-009 pep-junior-v2-s1-k02-fi-010 pep-junior-v2-s1-k02-fi-011 pep-junior-v2-s1-k02-fi-012 pep-junior-v2-s1-k02-fi-013 pep-junior-v2-s1-k02-fi-014 pep-junior-v2-s1-k02-fi-015 pep-junior-v2-s1-k02-fi-016 pep-junior-v2-s1-k02-fi-017 pep-junior-v2-s1-k02-fi-018 pep-junior-v2-s1-k02-fi-019 pep-junior-v2-s1-k02-fi-020 pep-junior-v2-s1-k02-fi-021 pep-junior-v2-s1-k02-fi-022
pep-junior-illustration-template-028,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s1-upper-expressions-linear-equations,整式初步与一元一次方程,short-answer,22,S1: 22,Core: 4; Foundation: 18,pep-junior-v2-s1-k02-sa-001,每本练习本x元，买4本后又花8元买笔，共用24元。写出求x的方程。,每本练习本x元，买#本后又花#元买笔，共用#元。写出求x的方程。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s1-k02-sa-001 pep-junior-v2-s1-k02-sa-002 pep-junior-v2-s1-k02-sa-003 pep-junior-v2-s1-k02-sa-004 pep-junior-v2-s1-k02-sa-005 pep-junior-v2-s1-k02-sa-006 pep-junior-v2-s1-k02-sa-007 pep-junior-v2-s1-k02-sa-008 pep-junior-v2-s1-k02-sa-009 pep-junior-v2-s1-k02-sa-010 pep-junior-v2-s1-k02-sa-011 pep-junior-v2-s1-k02-sa-012 pep-junior-v2-s1-k02-sa-013 pep-junior-v2-s1-k02-sa-014 pep-junior-v2-s1-k02-sa-015 pep-junior-v2-s1-k02-sa-016 pep-junior-v2-s1-k02-sa-017 pep-junior-v2-s1-k02-sa-018 pep-junior-v2-s1-k02-sa-019 pep-junior-v2-s1-k02-sa-020 pep-junior-v2-s1-k02-sa-021 pep-junior-v2-s1-k02-sa-022
pep-junior-illustration-template-029,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,23,S1: 23,Foundation: 23,pep-junior-v2-s1-k01-mc-001,某地清晨气温为-13℃，中午上升17℃，傍晚又下降4℃。傍晚气温是多少？,某地清晨气温为#℃，中午上升#℃，傍晚又下降#℃。傍晚气温是多少？,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s1-k01-mc-001 pep-junior-v2-s1-k01-mc-002 pep-junior-v2-s1-k01-mc-003 pep-junior-v2-s1-k01-mc-004 pep-junior-v2-s1-k01-mc-005 pep-junior-v2-s1-k01-mc-006 pep-junior-v2-s1-k01-mc-007 pep-junior-v2-s1-k01-mc-008 pep-junior-v2-s1-k01-mc-009 pep-junior-v2-s1-k01-mc-010 pep-junior-v2-s1-k01-mc-011 pep-junior-v2-s1-k01-mc-012 pep-junior-v2-s1-k01-mc-013 pep-junior-v2-s1-k01-mc-014 pep-junior-v2-s1-k01-mc-015 pep-junior-v2-s1-k01-mc-016 pep-junior-v2-s1-k01-mc-017 pep-junior-v2-s1-k01-mc-018 pep-junior-v2-s1-k01-mc-019 pep-junior-v2-s1-k01-mc-020 pep-junior-v2-s1-k01-mc-021 pep-junior-v2-s1-k01-mc-022 pep-junior-v2-s1-k01-mc-023
pep-junior-illustration-template-030,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,22,S1: 22,Foundation: 22,pep-junior-v2-s1-k01-sa-001,计算并说明符号：-35+7-4。,计算并说明符号：#+##。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s1-k01-sa-001 pep-junior-v2-s1-k01-sa-002 pep-junior-v2-s1-k01-sa-003 pep-junior-v2-s1-k01-sa-004 pep-junior-v2-s1-k01-sa-005 pep-junior-v2-s1-k01-sa-006 pep-junior-v2-s1-k01-sa-007 pep-junior-v2-s1-k01-sa-008 pep-junior-v2-s1-k01-sa-009 pep-junior-v2-s1-k01-sa-010 pep-junior-v2-s1-k01-sa-011 pep-junior-v2-s1-k01-sa-012 pep-junior-v2-s1-k01-sa-013 pep-junior-v2-s1-k01-sa-014 pep-junior-v2-s1-k01-sa-015 pep-junior-v2-s1-k01-sa-016 pep-junior-v2-s1-k01-sa-017 pep-junior-v2-s1-k01-sa-018 pep-junior-v2-s1-k01-sa-019 pep-junior-v2-s1-k01-sa-020 pep-junior-v2-s1-k01-sa-021 pep-junior-v2-s1-k01-sa-022
pep-junior-illustration-template-031,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,二次根式、勾股定理与平行四边形,multiple-choice,33,S2: 33,Core: 33,pep-junior-v2-s2-k08-mc-001,化简：√27。,化简：√#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s2-k08-mc-001 pep-junior-v2-s2-k08-mc-002 pep-junior-v2-s2-k08-mc-003 pep-junior-v2-s2-k08-mc-004 pep-junior-v2-s2-k08-mc-005 pep-junior-v2-s2-k08-mc-006 pep-junior-v2-s2-k08-mc-007 pep-junior-v2-s2-k08-mc-008 pep-junior-v2-s2-k08-mc-009 pep-junior-v2-s2-k08-mc-010 pep-junior-v2-s2-k08-mc-011 pep-junior-v2-s2-k08-mc-012 pep-junior-v2-s2-k08-mc-013 pep-junior-v2-s2-k08-mc-014 pep-junior-v2-s2-k08-mc-015 pep-junior-v2-s2-k08-mc-016 pep-junior-v2-s2-k08-mc-017 pep-junior-v2-s2-k08-mc-018 pep-junior-v2-s2-k08-mc-019 pep-junior-v2-s2-k08-mc-020 pep-junior-v2-s2-k08-mc-021 pep-junior-v2-s2-k08-mc-022 pep-junior-v2-s2-k08-mc-023 pep-junior-v2-s2-k08-mc-024 pep-junior-v2-s2-k08-mc-025 pep-junior-v2-s2-k08-mc-026 pep-junior-v2-s2-k08-mc-027 pep-junior-v2-s2-k08-mc-028 pep-junior-v2-s2-k08-mc-029 pep-junior-v2-s2-k08-mc-030 pep-junior-v2-s2-k08-mc-031 pep-junior-v2-s2-k08-mc-032 pep-junior-v2-s2-k08-mc-033
pep-junior-illustration-template-032,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,multiple-choice,33,S2: 33,Core: 33,pep-junior-v2-s2-k07-mc-001,因式分解：x²+9x+14。,因式分解：x²+#x+#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s2-k07-mc-001 pep-junior-v2-s2-k07-mc-002 pep-junior-v2-s2-k07-mc-003 pep-junior-v2-s2-k07-mc-004 pep-junior-v2-s2-k07-mc-005 pep-junior-v2-s2-k07-mc-006 pep-junior-v2-s2-k07-mc-007 pep-junior-v2-s2-k07-mc-008 pep-junior-v2-s2-k07-mc-009 pep-junior-v2-s2-k07-mc-010 pep-junior-v2-s2-k07-mc-011 pep-junior-v2-s2-k07-mc-012 pep-junior-v2-s2-k07-mc-013 pep-junior-v2-s2-k07-mc-014 pep-junior-v2-s2-k07-mc-015 pep-junior-v2-s2-k07-mc-016 pep-junior-v2-s2-k07-mc-017 pep-junior-v2-s2-k07-mc-018 pep-junior-v2-s2-k07-mc-019 pep-junior-v2-s2-k07-mc-020 pep-junior-v2-s2-k07-mc-021 pep-junior-v2-s2-k07-mc-022 pep-junior-v2-s2-k07-mc-023 pep-junior-v2-s2-k07-mc-024 pep-junior-v2-s2-k07-mc-025 pep-junior-v2-s2-k07-mc-026 pep-junior-v2-s2-k07-mc-027 pep-junior-v2-s2-k07-mc-028 pep-junior-v2-s2-k07-mc-029 pep-junior-v2-s2-k07-mc-030 pep-junior-v2-s2-k07-mc-031 pep-junior-v2-s2-k07-mc-032 pep-junior-v2-s2-k07-mc-033
pep-junior-illustration-template-033,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,fill-in,33,S2: 33,Core: 33,pep-junior-v2-s2-k07-fi-001,计算：3x^3·10x^2=____。,计算：#x^#·#x^#=____。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s2-k07-fi-001 pep-junior-v2-s2-k07-fi-002 pep-junior-v2-s2-k07-fi-003 pep-junior-v2-s2-k07-fi-004 pep-junior-v2-s2-k07-fi-005 pep-junior-v2-s2-k07-fi-006 pep-junior-v2-s2-k07-fi-007 pep-junior-v2-s2-k07-fi-008 pep-junior-v2-s2-k07-fi-009 pep-junior-v2-s2-k07-fi-010 pep-junior-v2-s2-k07-fi-011 pep-junior-v2-s2-k07-fi-012 pep-junior-v2-s2-k07-fi-013 pep-junior-v2-s2-k07-fi-014 pep-junior-v2-s2-k07-fi-015 pep-junior-v2-s2-k07-fi-016 pep-junior-v2-s2-k07-fi-017 pep-junior-v2-s2-k07-fi-018 pep-junior-v2-s2-k07-fi-019 pep-junior-v2-s2-k07-fi-020 pep-junior-v2-s2-k07-fi-021 pep-junior-v2-s2-k07-fi-022 pep-junior-v2-s2-k07-fi-023 pep-junior-v2-s2-k07-fi-024 pep-junior-v2-s2-k07-fi-025 pep-junior-v2-s2-k07-fi-026 pep-junior-v2-s2-k07-fi-027 pep-junior-v2-s2-k07-fi-028 pep-junior-v2-s2-k07-fi-029 pep-junior-v2-s2-k07-fi-030 pep-junior-v2-s2-k07-fi-031 pep-junior-v2-s2-k07-fi-032 pep-junior-v2-s2-k07-fi-033
pep-junior-illustration-template-034,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,33,S2: 33,Core: 33,pep-junior-v2-s2-k07-sa-001,化简分式(3x+12)/(x+4)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s2-k07-sa-001 pep-junior-v2-s2-k07-sa-002 pep-junior-v2-s2-k07-sa-003 pep-junior-v2-s2-k07-sa-004 pep-junior-v2-s2-k07-sa-005 pep-junior-v2-s2-k07-sa-006 pep-junior-v2-s2-k07-sa-007 pep-junior-v2-s2-k07-sa-008 pep-junior-v2-s2-k07-sa-009 pep-junior-v2-s2-k07-sa-010 pep-junior-v2-s2-k07-sa-011 pep-junior-v2-s2-k07-sa-012 pep-junior-v2-s2-k07-sa-013 pep-junior-v2-s2-k07-sa-014 pep-junior-v2-s2-k07-sa-015 pep-junior-v2-s2-k07-sa-016 pep-junior-v2-s2-k07-sa-017 pep-junior-v2-s2-k07-sa-018 pep-junior-v2-s2-k07-sa-019 pep-junior-v2-s2-k07-sa-020 pep-junior-v2-s2-k07-sa-021 pep-junior-v2-s2-k07-sa-022 pep-junior-v2-s2-k07-sa-023 pep-junior-v2-s2-k07-sa-024 pep-junior-v2-s2-k07-sa-025 pep-junior-v2-s2-k07-sa-026 pep-junior-v2-s2-k07-sa-027 pep-junior-v2-s2-k07-sa-028 pep-junior-v2-s2-k07-sa-029 pep-junior-v2-s2-k07-sa-030 pep-junior-v2-s2-k07-sa-031 pep-junior-v2-s2-k07-sa-032 pep-junior-v2-s2-k07-sa-033
pep-junior-illustration-template-035,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,67,S3: 67,Core: 37; Foundation: 30,pep-junior-v2-s3-k10-mc-001,解方程：(x-12)(x-17)=0。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.,pep-junior-v2-s3-k10-mc-001 pep-junior-v2-s3-k10-mc-002 pep-junior-v2-s3-k10-mc-003 pep-junior-v2-s3-k10-mc-004 pep-junior-v2-s3-k10-mc-005 pep-junior-v2-s3-k10-mc-006 pep-junior-v2-s3-k10-mc-007 pep-junior-v2-s3-k10-mc-008 pep-junior-v2-s3-k10-mc-009 pep-junior-v2-s3-k10-mc-010 pep-junior-v2-s3-k10-mc-011 pep-junior-v2-s3-k10-mc-012 pep-junior-v2-s3-k10-mc-013 pep-junior-v2-s3-k10-mc-014 pep-junior-v2-s3-k10-mc-015 pep-junior-v2-s3-k10-mc-016 pep-junior-v2-s3-k10-mc-017 pep-junior-v2-s3-k10-mc-018 pep-junior-v2-s3-k10-mc-019 pep-junior-v2-s3-k10-mc-020 pep-junior-v2-s3-k10-mc-021 pep-junior-v2-s3-k10-mc-022 pep-junior-v2-s3-k10-mc-023 pep-junior-v2-s3-k10-mc-024 pep-junior-v2-s3-k10-mc-025 pep-junior-v2-s3-k10-mc-026 pep-junior-v2-s3-k10-mc-027 pep-junior-v2-s3-k10-mc-028 pep-junior-v2-s3-k10-mc-029 pep-junior-v2-s3-k10-mc-030 pep-junior-v2-s3-k10-mc-031 pep-junior-v2-s3-k10-mc-032 pep-junior-v2-s3-k10-mc-033 pep-junior-v2-s3-k10-mc-034 pep-junior-v2-s3-k10-mc-035 pep-junior-v2-s3-k10-mc-036 pep-junior-v2-s3-k10-mc-037 pep-junior-v2-s3-k10-mc-038 pep-junior-v2-s3-k10-mc-039 pep-junior-v2-s3-k10-mc-040 pep-junior-v2-s3-k10-mc-041 pep-junior-v2-s3-k10-mc-042 pep-junior-v2-s3-k10-mc-043 pep-junior-v2-s3-k10-mc-044 pep-junior-v2-s3-k10-mc-045 pep-junior-v2-s3-k10-mc-046 pep-junior-v2-s3-k10-mc-047 pep-junior-v2-s3-k10-mc-048 pep-junior-v2-s3-k10-mc-049 pep-junior-v2-s3-k10-mc-050 pep-junior-v2-s3-k10-mc-051 pep-junior-v2-s3-k10-mc-052 pep-junior-v2-s3-k10-mc-053 pep-junior-v2-s3-k10-mc-054 pep-junior-v2-s3-k10-mc-055 pep-junior-v2-s3-k10-mc-056 pep-junior-v2-s3-k10-mc-057 pep-junior-v2-s3-k10-mc-058 pep-junior-v2-s3-k10-mc-059 pep-junior-v2-s3-k10-mc-060 pep-junior-v2-s3-k10-mc-061 pep-junior-v2-s3-k10-mc-062 pep-junior-v2-s3-k10-mc-063 pep-junior-v2-s3-k10-mc-064 pep-junior-v2-s3-k10-mc-065 pep-junior-v2-s3-k10-mc-066 pep-junior-v2-s3-k10-mc-067
