questionId,grade,batch,type,topic,topicId,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,qaStatus,severity,sourceStatus,notes,recommendedAction
pep-junior-v2-s1-k03-mc-015,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,140°,140°; 140,140°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-mc-016,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,133°,133°; 133,133°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-mc-017,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,126°,126°; 126,126°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-mc-018,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,119°,119°; 119,119°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-mc-019,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,112°,112°; 112,112°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-mc-020,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,105°,105°; 105,105°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-mc-021,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,98°,98°; 98,98°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-mc-022,S1,junior-rag-v2-1200,multiple-choice,几何图形初步,pep-junior-s1-upper-geometric-figures,91°,91°; 91,91°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-001,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,7 cm,7 cm; 7厘米; 7; 7cm; 7 厘米,7 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-002,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,8 cm,8 cm; 8厘米; 8; 8cm; 8 厘米,8 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-003,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,9 cm,9 cm; 9厘米; 9; 9cm; 9 厘米,9 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-004,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,10 cm,10 cm; 10厘米; 10; 10cm; 10 厘米,10 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-005,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,11 cm,11 cm; 11厘米; 11; 11cm; 11 厘米,11 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-006,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,12 cm,12 cm; 12厘米; 12; 12cm; 12 厘米,12 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-007,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,13 cm,13 cm; 13厘米; 13; 13cm; 13 厘米,13 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-008,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,14 cm,14 cm; 14厘米; 14; 14cm; 14 厘米,14 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-009,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,15 cm,15 cm; 15厘米; 15; 15cm; 15 厘米,15 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-010,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,16 cm,16 cm; 16厘米; 16; 16cm; 16 厘米,16 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-011,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,17 cm,17 cm; 17厘米; 17; 17cm; 17 厘米,17 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-012,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,18 cm,18 cm; 18厘米; 18; 18cm; 18 厘米,18 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-013,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,19 cm,19 cm; 19厘米; 19; 19cm; 19 厘米,19 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-014,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,20 cm,20 cm; 20厘米; 20; 20cm; 20 厘米,20 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-015,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,21 cm,21 cm; 21厘米; 21; 21cm; 21 厘米,21 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-016,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,22 cm,22 cm; 22厘米; 22; 22cm; 22 厘米,22 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-017,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,23 cm,23 cm; 23厘米; 23; 23cm; 23 厘米,23 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-018,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,24 cm,24 cm; 24厘米; 24; 24cm; 24 厘米,24 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-019,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,25 cm,25 cm; 25厘米; 25; 25cm; 25 厘米,25 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-020,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,26 cm,26 cm; 26厘米; 26; 26cm; 26 厘米,26 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-021,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,27 cm,27 cm; 27厘米; 27; 27cm; 27 厘米,27 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-fi-022,S1,junior-rag-v2-1200,fill-in,几何图形初步,pep-junior-s1-upper-geometric-figures,28 cm,28 cm; 28厘米; 28; 28cm; 28 厘米,28 cm,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-001,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,11°,11°; 11; 11 degrees; 11 degree; 11度,11°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-002,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,4°,4°; 4; 4 degrees; 4 degree; 4度,4°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-003,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,66°,66°; 66; 66 degrees; 66 degree; 66度,66°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-004,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,59°,59°; 59; 59 degrees; 59 degree; 59度,59°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-005,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,52°,52°; 52; 52 degrees; 52 degree; 52度,52°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-006,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,45°,45°; 45; 45 degrees; 45 degree; 45度,45°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-007,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,38°,38°; 38; 38 degrees; 38 degree; 38度,38°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-008,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,31°,31°; 31; 31 degrees; 31 degree; 31度,31°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-009,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,24°,24°; 24; 24 degrees; 24 degree; 24度,24°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-010,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,17°,17°; 17; 17 degrees; 17 degree; 17度,17°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-011,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,10°,10°; 10; 10 degrees; 10 degree; 10度,10°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-012,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,3°,3°; 3; 3 degrees; 3 degree; 3度,3°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-013,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,65°,65°; 65; 65 degrees; 65 degree; 65度,65°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-014,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,58°,58°; 58; 58 degrees; 58 degree; 58度,58°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-015,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,51°,51°; 51; 51 degrees; 51 degree; 51度,51°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-016,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,44°,44°; 44; 44 degrees; 44 degree; 44度,44°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-017,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,37°,37°; 37; 37 degrees; 37 degree; 37度,37°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-018,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,30°,30°; 30; 30 degrees; 30 degree; 30度,30°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-019,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,23°,23°; 23; 23 degrees; 23 degree; 23度,23°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-020,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,16°,16°; 16; 16 degrees; 16 degree; 16度,16°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-021,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,9°,9°; 9; 9 degrees; 9 degree; 9度,9°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k03-sa-022,S1,junior-rag-v2-1200,short-answer,几何图形初步,pep-junior-s1-upper-geometric-figures,2°,2°; 2; 2 degrees; 2 degree; 2度,2°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-001,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(7,-9)","(7,-9); (7, -9)","(7,-9)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-002,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(9,-4)","(9,-4); (9, -4)","(9,-4)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-003,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(0,-3)","(0,-3); (0, -3)","(0,-3)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-004,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(2,2)","(2,2); (2, 2)","(2,2)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-005,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(-1,3)","(-1,3); (-1, 3)","(-1,3)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-006,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(1,-5)","(1,-5); (1, -5)","(1,-5)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-007,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(3,-4)","(3,-4); (3, -4)","(3,-4)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-008,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(5,1)","(5,1); (5, 1)","(5,1)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-009,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(7,2)","(7,2); (7, 2)","(7,2)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-010,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(4,-6)","(4,-6); (4, -6)","(4,-6)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-011,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(6,-5)","(6,-5); (6, -5)","(6,-5)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-012,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(8,0)","(8,0); (8, 0)","(8,0)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-013,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(10,1)","(10,1); (10, 1)","(10,1)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-014,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(1,-7)","(1,-7); (1, -7)","(1,-7)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-015,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(-2,-6)","(-2,-6); (-2, -6)","(-2,-6)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-016,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(0,-1)","(0,-1); (0, -1)","(0,-1)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-017,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(2,0)","(2,0); (2, 0)","(2,0)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-018,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(4,5)","(4,5); (4, 5)","(4,5)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-019,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(6,-7)","(6,-7); (6, -7)","(6,-7)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-020,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(3,-2)","(3,-2); (3, -2)","(3,-2)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-021,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(5,-1)","(5,-1); (5, -1)","(5,-1)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-022,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(7,4)","(7,4); (7, 4)","(7,4)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-023,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(9,-8)","(9,-8); (9, -8)","(9,-8)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-024,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(11,-3)","(11,-3); (11, -3)","(11,-3)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-025,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(-3,-2)","(-3,-2); (-3, -2)","(-3,-2)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-026,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(-1,3)","(-1,3); (-1, 3)","(-1,3)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-027,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(1,-9)","(1,-9); (1, -9)","(1,-9)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-028,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(3,-4)","(3,-4); (3, -4)","(3,-4)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-029,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(5,-3)","(5,-3); (5, -3)","(5,-3)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-030,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(2,2)","(2,2); (2, 2)","(2,2)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-031,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(4,3)","(4,3); (4, 3)","(4,3)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-032,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(6,-5)","(6,-5); (6, -5)","(6,-5)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-033,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(8,-4)","(8,-4); (8, -4)","(8,-4)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-mc-034,S1,junior-rag-v2-1200,multiple-choice,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,"(10,1)","(10,1); (10, 1)","(10,1)",pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-001,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,89°,89°; 89; 89 degrees; 89 degree; 89度,89°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-002,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,98°,98°; 98; 98 degrees; 98 degree; 98度,98°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-003,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,107°,107°; 107; 107 degrees; 107 degree; 107度,107°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-004,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,116°,116°; 116; 116 degrees; 116 degree; 116度,116°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-005,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,45°,45°; 45; 45 degrees; 45 degree; 45度,45°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-006,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,54°,54°; 54; 54 degrees; 54 degree; 54度,54°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-007,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,63°,63°; 63; 63 degrees; 63 degree; 63度,63°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-junior-v2-s1-k04-fi-008,S1,junior-rag-v2-1200,fill-in,相交线、平行线、实数与平面直角坐标系,pep-junior-s1-lower-lines-coordinates,72°,72°; 72; 72 degrees; 72 degree; 72度,72°,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
