reviewDate,reviewer,questionId,grade,semester,unitTitle,type,difficulty,promptZhHans,optionsZhHans,storedAnswer,acceptedAnswers,explanationZhHans,sourceStatus,mathCorrect,answerKeyMatches,explanationMatches,gradeFit,languageOk,classroomUsable,issueType,reviewNotes
2026-05-23,S18-manual-review,pep-primary-p2-upper-049,P2,upper,期中综合,multiple-choice,Foundation,下面哪个问题可以用“4×6”来解决？,小明有4支铅笔，小红有6支铅笔，两人一共有多少支铅笔？ | 每盒有4块橡皮，6盒一共有多少块橡皮？ | 妈妈买了4个苹果，又买了6个梨，一共买了多少个水果？ | 一根绳子长4米，另一根长6米，两根绳子一共长多少米？,每盒有4块橡皮，6盒一共有多少块橡皮？,每盒有4块橡皮，6盒一共有多少块橡皮？,4×6表示6个4相加。选项B是6个4，所以用乘法。其他选项都是把4和6合起来，用加法4+6=10。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p2-upper-050,P2,upper,情境应用,multiple-choice,Foundation,小杰说：“因为2×3=6，所以2+3也等于6。”你认为他说的对吗？,对，因为乘法和加法是一样的。 | 不对，2×3表示2个3相加，是3+3=6；2+3是2和3合起来，是5。 | 对，因为2和3相乘和相加结果相同。 | 不对，2×3应该等于5。,不对，2×3表示2个3相加，是3+3=6；2+3是2和3合起来，是5。,不对，2×3表示2个3相加，是3+3=6；2+3是2和3合起来，是5。,乘法是相同加数的简便运算，2×3是2个3，而2+3是不同加数相加，结果不同。小杰混淆了乘法和加法的意义。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-004,P3,lower,小数的初步认识,multiple-choice,Exam,小明买文具花了3元5角，写成小数是（ ）元。,3.5 | 3.05 | 35.0 | 0.35,3.5,3.5,3元5角，5角=0.5元，合起来是3.5元。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-009,P3,lower,复式统计表,short-answer,Core,"下面是三年级两个班参加兴趣小组的人数统计表：

| 兴趣小组 | 三（1）班 | 三（2）班 |
|----------|-----------|-----------|
| 绘画     | 15        | 12        |
| 书法     | 8         | 10        |
| 舞蹈     | 10        | 9         |

两个班参加绘画小组的总人数比参加书法小组的总人数多多少人？",,9,9,绘画总人数：15+12=27人；书法总人数：8+10=18人；27-18=9人。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-011,P3,lower,位置与方向（一）,fill-in,Challenge,小华站在学校操场的中央，面向东。她先向左转90度，然后向前走20步，再向右转90度，向前走15步。请问现在小华在操场的哪个方向？请填写方向名称。,,北,北,初始面向东，向左转90度后面向北；向前走20步后位置在北侧；再向右转90度后面向东；向前走15步后位置仍在北侧（因为向东移动不改变南北位置）。所以小华在操场的北面。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"After moving 20 steps north and 15 steps east from the center, the position is northeast/north-east, not simply north."
2026-05-23,S18-manual-review,pep-primary-p3-lower-012,P3,lower,笔算乘法,short-answer,Exam,学校图书馆有12个书架，每个书架有4层，每层可以放28本书。图书馆已经放了896本书，请问还能放多少本书？请写出计算过程并回答。,,448本,448本 | 448,先计算总容量：12×4×28=1344本。已放896本，剩余1344-896=448本。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-013,P3,lower,面积,multiple-choice,Core,一个长方形的长是8厘米，宽是5厘米。下列说法正确的是（ ）。,A. 面积是40平方厘米，周长是26厘米 | B. 面积是26平方厘米，周长是40厘米 | C. 面积是40厘米，周长是26平方厘米 | D. 面积是13平方厘米，周长是40厘米,A. 面积是40平方厘米，周长是26厘米,A. 面积是40平方厘米，周长是26厘米 | A,长方形面积=长×宽=8×5=40平方厘米；周长=(长+宽)×2=(8+5)×2=26厘米。注意面积单位是平方厘米，周长单位是厘米。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-014,P3,lower,年、月、日,fill-in,Foundation,2024年是闰年，2月有29天。小明的生日是2月28日，小红的生日是3月2日。请问从小明生日到小红生日，中间经过了多少天？（不包括小明生日当天，包括小红生日当天）,,2天,2天 | 2,2024年2月有29天。从2月28日到3月2日：2月29日（1天），3月1日（1天），3月2日（小红生日，包括）。所以经过2天。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"Excluding Feb 28 and including Mar 2 in leap year 2024 gives Feb 29, Mar 1, and Mar 2: 3 days, not 2."
2026-05-23,S18-manual-review,pep-primary-p3-lower-016,P3,lower,除数是一位数的除法,multiple-choice,Core,算式 846÷6 的商是（ ）。,A. 140 | B. 141 | C. 142 | D. 143,B. 141,B. 141 | B,846÷6=141，因为6×141=846。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-017,P3,lower,口算乘法,fill-in,Foundation,口算 23×30 时，可以先算 23×3=（ ），再在积的末尾添上（ ）个0，结果是（ ）。,,"69, 1, 690","69, 1, 690 | 69,1,690 | 69 1 690",23×3=69，30末尾有1个0，所以积是690。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-019,P3,lower,小数的初步认识,multiple-choice,Core,下面小数中，读作“零点五八”的是（ ）。,A. 0.58 | B. 0.058 | C. 5.8 | D. 58.0,A. 0.58,A. 0.58 | A,0.58读作零点五八；0.058读作零点零五八；5.8读作五点八；58.0读作五十八点零。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-020,P3,lower,提优拓展,fill-in,Foundation,在括号里填上合适的单位：一张课桌桌面的面积大约是24（ ）。,,平方分米,平方分米 | dm²,课桌桌面面积较小，常用平方分米。24平方分米大约是长6分米宽4分米，符合实际。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-021,P3,lower,位置与方向（一）,short-answer,Challenge,小华站在学校操场的中心。他面向东方。然后他向左转两次，再向后转一次。请问他现在面向哪个方向？请写出方向名称，并说明你是如何推理的。,,西方,西方 | 西,初始面向东。左转一次：东→北；左转两次：北→西。此时面向西。再向后转一次：西→东。所以最后面向东。等等，仔细检查：左转一次从东到北，左转两次从北到西，向后转（180度）从西到东。答案应为东。但答案写成了西方，需要修正。正确推理：左转两次后面向西，向后转后面向东。所以最终面向东方。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"Facing east, two left turns face west, then a back turn faces east; stored answer west is wrong."
2026-05-23,S18-manual-review,pep-primary-p3-lower-022,P3,lower,两位数乘两位数,multiple-choice,Core,学校图书馆新购进一批图书，每包有24本，共买了18包。下列哪个算式能正确计算出图书的总本数？,24 × 10 + 8 | 24 × 20 - 24 | 24 × 10 + 24 × 8 | 24 × 2 × 9,24 × 10 + 24 × 8,24 × 10 + 24 × 8,将18拆分为10和8，24×18 = 24×(10+8) = 24×10 + 24×8。其他选项：24×10+8少乘了24；24×20-24是24×19；24×2×9=24×18，但未体现笔算的分解过程，题目要求笔算方法。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-024,P3,lower,复式统计表,short-answer,Challenge,"下面是三年级两个班学生喜欢的运动项目统计表：

| 班级 | 足球 | 篮球 | 乒乓球 | 跳绳 |
|------|------|------|--------|------|
| 三(1)班 | 12 | 8 | 15 | 10 |
| 三(2)班 | 10 | 14 | 9 | 11 |

请问：三(1)班喜欢乒乓球的人数比三(2)班多几人？两个班喜欢篮球的总人数是多少？",,"6, 22","6, 22 | 6 22 | 6人, 22人",三(1)班乒乓球15人，三(2)班乒乓球9人，多15-9=6人。篮球总人数：三(1)班8人+三(2)班14人=22人。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-025,P3,lower,期中综合,multiple-choice,Core,小明用36个边长1厘米的小正方形拼成一个大长方形。下面哪个说法是正确的？,大长方形的面积是36平方厘米，周长一定是26厘米。 | 大长方形的面积是36平方厘米，周长不固定。 | 大长方形的周长是36厘米，面积不固定。 | 大长方形的面积和周长都是36。,大长方形的面积是36平方厘米，周长不固定。,大长方形的面积是36平方厘米，周长不固定。,用36个1平方厘米小正方形拼成的大长方形，面积固定为36平方厘米。但形状可以不同（如长36宽1，长18宽2等），周长也会不同，所以周长不固定。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-026,P3,lower,除数是一位数的除法,fill-in,Foundation,在算式 □÷6=12……△ 中，△最大是______，此时□是______。,,"5, 77","5, 77 | 5 77",在有余数的除法中，余数必须小于除数，所以△最大是5。被除数=商×除数+余数=12×6+5=72+5=77。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-027,P3,lower,笔算乘法,short-answer,Core,一箱橙子有24个，幼儿园买了15箱。先估算大约有多少个橙子，再精确计算。写出估算和精确计算的过程。,,估算：约300个；精确：360个,"估算：约300个；精确：360个 | 约300, 360 | 300, 360",估算：24≈20，20×15=300，所以大约300个。精确计算：24×15=24×10+24×5=240+120=360个。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-029,P3,lower,年、月、日,fill-in,Core,2024年是闰年，2月有______天，全年有______天。,,"29, 366","29, 366 | 29 366",闰年2月有29天，全年366天。平年2月28天，全年365天。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-030,P3,lower,期末综合,short-answer,Foundation,妈妈买了2.5千克苹果和1.8千克香蕉。苹果每千克8元，香蕉每千克6元。妈妈一共花了多少钱？,,30.8元,30.8元 | 30.8,苹果总价：2.5×8=20元；香蕉总价：1.8×6=10.8元；合计：20+10.8=30.8元。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-031,P3,lower,位置与方向（一）,multiple-choice,Core,小华站在学校操场中央，面向北方。他先向左转90度，再向后转180度。此时他面向什么方向？,东 | 南 | 西 | 北,西,西,初始面向北。向左转90度后，面向西。再向后转180度，方向变为相反方向，即东。但注意：向后转是转180度，从西向后转180度，变成东。所以最终面向东。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"Facing north, left turn faces west, then 180-degree turn faces east; answer field says west while explanation says east."
2026-05-23,S18-manual-review,pep-primary-p3-lower-034,P3,lower,小数的初步认识,multiple-choice,Foundation,小明买一支铅笔花了 0.8 元，买一块橡皮花了 0.5 元。他一共花了多少钱？,0.13元 | 1.3元 | 0.85元 | 1.5元,1.3元,1.3元,0.8 + 0.5 = 1.3 元。注意小数点对齐，8角加5角等于13角，即1.3元。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-037,P3,lower,两位数乘两位数,multiple-choice,Core,计算 23 × 31 时，下面哪个算式表示的是正确的竖式计算过程？,23 × 30 + 23 × 1 | 23 × 3 + 23 × 1 | 20 × 31 + 3 × 1 | 23 × 30 + 1,23 × 30 + 23 × 1,23 × 30 + 23 × 1,23 × 31 可以拆成 23 × 30 和 23 × 1，再把两部分相加。竖式中先算 23 × 1，再算 23 × 30，注意数位对齐。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-039,P3,lower,复式统计表,multiple-choice,Core,"下面是三年级两个班同学喜欢的水果统计表（单位：人）：
一班：苹果 12，香蕉 8，橘子 5
二班：苹果 10，香蕉 11，橘子 7
哪个班喜欢苹果的人数更多？",一班 | 二班 | 一样多 | 无法比较,一班,一班,一班喜欢苹果的有 12 人，二班有 10 人，12 > 10，所以一班更多。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-041,P3,lower,位置与方向（一）,multiple-choice,Core,小华站在操场中央，面向北。他先向右转，向前走10米；再向左转，向前走5米。现在小华在出发点的什么方向？,东北 | 西北 | 东南 | 西南,东北,东北,面向北，右转是东，走10米到东边；再左转是北，走5米到北边。所以位置是东和北之间，即东北方向。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-042,P3,lower,笔算乘法,fill-in,Foundation,计算 23 × 14 时，可以先算 23 × 10 = 230，再算 23 × 4 = 92，最后把两个积相加。请写出 23 × 14 的积。,,322,322,23 × 10 = 230，23 × 4 = 92，230 + 92 = 322。所以 23 × 14 = 322。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-043,P3,lower,面积,multiple-choice,Core,一个长方形，长8厘米，宽5厘米。下面说法正确的是：,面积是40平方厘米，周长是26厘米 | 面积是26平方厘米，周长是40厘米 | 面积是40厘米，周长是26平方厘米 | 面积是13平方厘米，周长是40厘米,面积是40平方厘米，周长是26厘米,面积是40平方厘米，周长是26厘米,面积 = 长 × 宽 = 8 × 5 = 40（平方厘米）；周长 = (长 + 宽) × 2 = (8 + 5) × 2 = 26（厘米）。注意单位不能混淆。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-044,P3,lower,年、月、日,fill-in,Foundation,2024年是闰年，2月有29天。小丽从2月26日开始读一本故事书，每天读12页，到2月29日共读了多少页？,,48,48 | 48页,从2月26日到2月29日共4天（26、27、28、29）。每天12页，4天共 12 × 4 = 48（页）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-045,P3,lower,期中综合,multiple-choice,Core,学校图书室有6个书架，每个书架有4层，每层放25本书。这些书架一共能放多少本书？下面列式正确的是：,6 × 4 × 25 | 6 + 4 + 25 | 6 × 4 + 25 | (6 + 4) × 25,6 × 4 × 25,6 × 4 × 25,先算总层数：6 × 4 = 24（层），再算总本数：24 × 25 = 600（本）。所以连乘算式 6 × 4 × 25 正确。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-049,P3,lower,小数的初步认识,multiple-choice,Core,下面哪个小数表示“5元6角”？,5.6元 | 5.06元 | 56.0元 | 0.56元,5.6元,5.6元,6角是0.6元，所以5元6角 = 5.6元。注意小数点的位置。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-lower-050,P3,lower,期末综合,multiple-choice,Core,三（1）班同学参加兴趣小组情况如下：绘画组12人，舞蹈组8人，书法组5人。绘画组比舞蹈组多几人？全班一共有多少人？,多4人，一共25人 | 多4人，一共20人 | 多12人，一共25人 | 多8人，一共25人,多4人，一共25人,多4人，一共25人,绘画组比舞蹈组多 12 - 8 = 4（人）。全班总人数 = 12 + 8 + 5 = 25（人）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-001,P3,upper,时、分、秒,multiple-choice,Core,小华从家走到学校用了25分钟。他早上7:40从家出发，到学校时是几点？,8:00 | 8:05 | 8:10 | 8:15,8:05,8:05,7:40经过20分钟是8:00，再经过5分钟是8:05，所以到达时间是8:05。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-003,P3,upper,长方形和正方形,short-answer,Challenge,一个长方形花坛，长是8米，宽是5米。如果在花坛四周围上篱笆，篱笆长多少米？,,26,26 | 26米,篱笆长就是长方形的周长，周长 = (长+宽)×2 = (8+5)×2 = 13×2 = 26（米）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-004,P3,upper,分数的初步认识,multiple-choice,Exam,把一张圆形纸片平均分成8份，涂色部分占其中的3份。涂色部分可以用哪个分数表示？,1/3 | 3/8 | 1/8 | 3/11,3/8,3/8,整体被平均分成8份，分母是8；涂色部分占3份，分子是3，所以是3/8。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-006,P3,upper,万以内的加法和减法,short-answer,Foundation,图书馆有故事书126本，科技书比故事书多38本。科技书有多少本？,,164,164 | 164本,科技书比故事书多38本，用加法：126 + 38 = 164（本）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-007,P3,upper,倍的认识,multiple-choice,Challenge,果园里有苹果树8棵，梨树的棵数是苹果树的4倍。梨树有多少棵？,2棵 | 12棵 | 32棵 | 40棵,32棵,32棵,求一个数的几倍是多少，用乘法：8 × 4 = 32（棵）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-009,P3,upper,几分之几,short-answer,Core,把一根绳子平均分成5段，取其中的2段。这2段是这根绳子的几分之几？,,2/5,2/5 | 五分之二,平均分成5段，分母是5；取2段，分子是2，所以是2/5。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-010,P3,upper,期末综合,multiple-choice,Foundation,下列哪个图形的涂色部分可以用1/4表示？,一个正方形被分成4个大小不同的三角形，涂了其中1个。 | 一个圆形被平均分成4份，涂了其中1份。 | 一个长方形被分成4份，涂了其中1份。 | 一个三角形被分成4份，涂了其中1份。,一个圆形被平均分成4份，涂了其中1份。,一个圆形被平均分成4份，涂了其中1份。,只有平均分成4份，涂1份才能用1/4表示。圆形被平均分成4份，符合条件。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-011,P3,upper,测量,fill-in,Challenge,小华从家到学校要走15分钟，他每天7:40从家出发。今天他比平时晚出发了8分钟，到达学校的时间是几时几分？,,8:03,8:03 | 8时3分 | 8点3分,平时出发时间7:40加15分钟是7:55到校。今天晚出发8分钟，即7:48出发，再加15分钟是8:03到校。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-012,P3,upper,有余数的除法,short-answer,Core,三年级同学做彩旗，每面彩旗需要3米长的彩带。李老师买了85米彩带，最多可以做多少面彩旗？还剩多少米彩带？,,28面，剩1米,28面，剩1米 | 28面剩1米 | 28面 剩1米 | 28面1米,85÷3=28（面）……1（米）。商28是彩旗数量，余数1是剩下的彩带长度。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-013,P3,upper,长方形和正方形,multiple-choice,Foundation,一个长方形的长是8厘米，宽是5厘米。下面哪个说法是正确的？,周长是13厘米 | 周长是26厘米 | 周长是40厘米 | 周长是16厘米,周长是26厘米,周长是26厘米,长方形周长=（长+宽）×2=（8+5）×2=13×2=26（厘米）。选项A只加了长和宽，选项C是长×宽，选项D是（长+宽）×2算错。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-014,P3,upper,几分之一,fill-in,Challenge,把一张圆形纸片对折两次后，沿折痕剪开，得到大小一样的4份。每份是这张纸的几分之一？,,四分之一,四分之一 | 1/4 | 4分之1,对折两次把圆平均分成4份，每份是它的1/4，也就是四分之一。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-015,P3,upper,易错提优,short-answer,Core,小明用一根铁丝围成了一个边长6厘米的正方形。如果用这根铁丝围成一个长8厘米的长方形，这个长方形的宽是多少厘米？,,4厘米,4厘米 | 4cm | 4,铁丝长度=正方形周长=6×4=24（厘米）。长方形周长=（长+宽）×2，所以宽=24÷2−8=12−8=4（厘米）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-016,P3,upper,时、分、秒,multiple-choice,Foundation,一节课40分钟，课间休息10分钟。第一节课8:20开始，第二节课什么时间开始？,9:00 | 9:10 | 9:20 | 8:50,9:10,9:10,第一节课结束：8:20+40分=9:00；课间休息10分钟，第二节课开始：9:00+10分=9:10。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-017,P3,upper,多位数乘一位数,fill-in,Challenge,一箱矿泉水有24瓶，学校买了6箱。如果把这些矿泉水平均分给8个班，每个班可以分到多少瓶？,,18瓶,18瓶 | 18,总瓶数：24×6=144（瓶）。平均分给8个班：144÷8=18（瓶）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-018,P3,upper,周长,short-answer,Core,一个长方形花坛的宽是12米，长是宽的2倍。这个花坛的周长是多少米？,,72米,72米 | 72,长=12×2=24（米），周长=（24+12）×2=36×2=72（米）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-019,P3,upper,分数的初步认识,multiple-choice,Foundation,"下面哪幅图的涂色部分可以用三分之一表示？
A. 一个长方形被分成3份，涂了1份。
B. 一个圆形被平均分成3份，涂了1份。
C. 一个正方形被分成3份，其中1份涂色，但3份大小不同。
D. 一条线段被平均分成4份，涂了1份。",A | B | C | D,B,B,三分之一必须是把一个整体平均分成3份，取其中的1份。只有B是平均分。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-020,P3,upper,素养达标,fill-in,Challenge,在算式□÷7=12……△中，△最大是几？这时□是多少？,,△最大是6，□是90,"△最大是6，□是90 | 6,90 | 6 90",余数△必须比除数7小，最大是6。被除数□=12×7+6=84+6=90。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p3-upper-021,P3,upper,万以内的加法和减法,short-answer,Core,小丽从家到公园需要走25分钟。她下午3:10从家出发，到达公园后玩了1小时40分钟，然后原路返回。她回到家时是下午几点几分？请写出计算过程。,,下午5:30,下午5:30 | 5:30 | 17:30,出发时间：下午3:10。到达公园：3:10 + 25分钟 = 3:35。玩耍1小时40分钟：3:35 + 1小时40分 = 5:15。返回需要25分钟：5:15 + 25分钟 = 5:40。所以回到家是下午5:40。注意：原答案5:30有误，应为5:40。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"3:10 + 25 min + 1 h 40 min + 25 min = 5:40 pm, not 5:30 pm."
