questionId,batch,grade,topicId,type,difficulty,autoRecommendation,autoRiskFlags,reviewer,reviewDate,decision,severity,issueCategory,independentAnswer,storedAnswer,mathVerdict,answerKeyVerdict,explanationVerdict,curriculumFit,sourceDistance,bilingualFit,templateVariety,studentReadiness,notes,requiredFix,rerunRequired
pep-high-s4-rag4-sa-117,rag-v4,S4,pep-high-s4-solid-geometry-intro,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-118,rag-v4,S4,pep-high-s4-solid-geometry-intro,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,77,77,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-132,rag-v4,S4,pep-high-s4-statistics,short-answer,Core,pass,,S18,2026-05-23,approve-row,none,,8,8,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-133,rag-v4,S4,pep-high-s4-statistics,short-answer,Core,pass,,S18,2026-05-23,approve-row,none,,8,8,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-134,rag-v4,S4,pep-high-s4-statistics,short-answer,Core,pass,,S18,2026-05-23,approve-row,none,,8,8,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-135,rag-v4,S4,pep-high-s4-statistics,short-answer,Core,pass,,S18,2026-05-23,approve-row,none,,8,8,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-136,rag-v4,S4,pep-high-s4-statistics,short-answer,Core,pass,,S18,2026-05-23,approve-row,none,,8,8,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-149,rag-v4,S4,pep-high-s4-probability,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-150,rag-v4,S4,pep-high-s4-probability,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,30,30,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-151,rag-v4,S4,pep-high-s4-probability,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,42,42,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s4-rag4-sa-152,rag-v4,S4,pep-high-s4-probability,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-001,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,43,43,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-002,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,22,22,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-003,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,31,31,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-004,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,49,49,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-005,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,52,52,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-006,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-007,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,36,36,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-008,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,17,17,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-009,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,63,63,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-010,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,38,38,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-011,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,43,43,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-012,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,22,22,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-013,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,31,31,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-014,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,49,49,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-015,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,52,52,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-016,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-017,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,36,36,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-018,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,17,17,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-019,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,63,63,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-020,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,38,38,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-021,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,43,43,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-022,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,22,22,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-023,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,31,31,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-024,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,49,49,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-025,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,52,52,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-026,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-027,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,36,36,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-028,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,17,17,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-029,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,63,63,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-030,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,38,38,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-031,rag-v4,S5,pep-high-s5-space-vectors,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,43,43,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-041,rag-v4,S5,pep-high-s5-lines-circles,fill-in,Core,pass,,S18,2026-05-23,approve-row,none,,7,7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-051,rag-v4,S5,pep-high-s5-lines-circles,fill-in,Core,pass,,S18,2026-05-23,approve-row,none,,7,7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-061,rag-v4,S5,pep-high-s5-lines-circles,fill-in,Core,pass,,S18,2026-05-23,approve-row,none,,7,7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-071,rag-v4,S5,pep-high-s5-conics,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-081,rag-v4,S5,pep-high-s5-conics,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-091,rag-v4,S5,pep-high-s5-conics,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-100,rag-v4,S5,pep-high-s5-sequences,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,14,14,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-101,rag-v4,S5,pep-high-s5-sequences,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,11,11,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-111,rag-v4,S5,pep-high-s5-sequences,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,15,15,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-121,rag-v4,S5,pep-high-s5-sequences,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,11,11,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-131,rag-v4,S5,pep-high-s5-sequences,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,15,15,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-133,rag-v4,S5,pep-high-s5-derivatives,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,5,5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-141,rag-v4,S5,pep-high-s5-derivatives,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,7,7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-151,rag-v4,S5,pep-high-s5-derivatives,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,8,8,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-fi-161,rag-v4,S5,pep-high-s5-derivatives,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,9,9,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-006,rag-v4,S5,pep-high-s5-space-vectors,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-016,rag-v4,S5,pep-high-s5-space-vectors,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-026,rag-v4,S5,pep-high-s5-space-vectors,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-035,rag-v4,S5,pep-high-s5-lines-circles,multiple-choice,Core,pass,,S18,2026-05-23,approve-row,none,,5,5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-036,rag-v4,S5,pep-high-s5-lines-circles,multiple-choice,Core,pass,,S18,2026-05-23,approve-row,none,,4,4,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-037,rag-v4,S5,pep-high-s5-lines-circles,multiple-choice,Core,pass,,S18,2026-05-23,approve-row,none,,3,3,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-069,rag-v4,S5,pep-high-s5-conics,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,14,14,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-070,rag-v4,S5,pep-high-s5-conics,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,12,12,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-071,rag-v4,S5,pep-high-s5-conics,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,10,10,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-103,rag-v4,S5,pep-high-s5-sequences,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,24,24,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-137,rag-v4,S5,pep-high-s5-derivatives,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,1,1,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-mc-138,rag-v4,S5,pep-high-s5-derivatives,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,27,27,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-001,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-002,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,12,12,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-003,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,21,21,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-004,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,33,33,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-005,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,36,36,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-006,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,17,17,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-007,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,24,24,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-008,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,9,9,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-009,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,45,45,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-010,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,24,24,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-011,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,29,29,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s5-rag4-sa-012,rag-v4,S5,pep-high-s5-space-vectors,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,12,12,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-001,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,42,42,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-002,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-003,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,110,110,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-004,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-005,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,42,42,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-006,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-007,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,110,110,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-008,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-009,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,42,42,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-010,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-011,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,110,110,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-012,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-013,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,42,42,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-014,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-015,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,110,110,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-016,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-017,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,42,42,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-018,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-019,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,110,110,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-020,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-021,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,42,42,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-022,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,20,20,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-023,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,110,110,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-024,rag-v4,S6,pep-high-s6-counting,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,72,72,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-025,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,3,3,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-026,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,2,2,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-027,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,6,6,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-028,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,5,5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-029,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,4,4,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-030,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,3,3,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-031,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,2,2,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-041,rag-v4,S6,pep-high-s6-random-variables,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,2,2,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-051,rag-v4,S6,pep-high-s6-bivariate-data,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,5,5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-061,rag-v4,S6,pep-high-s6-bivariate-data,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,6,6,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-071,rag-v4,S6,pep-high-s6-bivariate-data,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,7,7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-081,rag-v4,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,22,22,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-091,rag-v4,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,23,23,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-096,rag-v4,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,9,9,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-101,rag-v4,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,9,9,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-111,rag-v4,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,9,9,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-120,rag-v4,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,1/2,1/2,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-121,rag-v4,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,5/12,5/12,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
