questionId,grade,family,needLevel,illustrationKind,priority,promptZhHans,imageBriefZhHans
pep-primary-p2-u-mc-010,P2,multiplication,core,array,P1,第10小组：有4组，每组8个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第10小组：有4组，每组8个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-011,P2,multiplication,core,array,P1,第11小组：有5组，每组3个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第11小组：有5组，每组3个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-012,P2,multiplication,core,array,P1,第12小组：有6组，每组6个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第12小组：有6组，每组6个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-013,P2,multiplication,core,array,P1,第13小组：有7组，每组9个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第13小组：有7组，每组9个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-014,P2,multiplication,core,array,P1,第14小组：有8组，每组4个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第14小组：有8组，每组4个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-015,P2,multiplication,core,array,P1,第15小组：有9组，每组7个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第15小组：有9组，每组7个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-016,P2,multiplication,core,array,P1,第16小组：有2组，每组2个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第16小组：有2组，每组2个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-017,P2,multiplication,core,array,P1,第17小组：有3组，每组5个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第17小组：有3组，每组5个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-018,P2,multiplication,core,array,P1,第18小组：有4组，每组8个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第18小组：有4组，每组8个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-019,P2,multiplication,core,array,P1,第19小组：有5组，每组3个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第19小组：有5组，每组3个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-020,P2,multiplication,core,array,P1,第20小组：有6组，每组6个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第20小组：有6组，每组6个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-021,P2,multiplication,core,array,P1,第21小组：有7组，每组9个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第21小组：有7组，每组9个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-022,P2,multiplication,core,array,P1,第22小组：有8组，每组4个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第22小组：有8组，每组4个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-023,P2,multiplication,core,array,P1,第23小组：有9组，每组7个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第23小组：有9组，每组7个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-024,P2,multiplication,core,array,P1,第24小组：有2组，每组2个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第24小组：有2组，每组2个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-025,P2,multiplication,core,array,P1,第25小组：有3组，每组5个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第25小组：有3组，每组5个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-026,P2,multiplication,core,array,P1,第26小组：有4组，每组8个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第26小组：有4组，每组8个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-027,P2,multiplication,core,array,P1,第27小组：有5组，每组3个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第27小组：有5组，每组3个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-028,P2,multiplication,core,array,P1,第28小组：有6组，每组6个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第28小组：有6组，每组6个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-029,P2,multiplication,core,array,P1,第29小组：有7组，每组9个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第29小组：有7组，每组9个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-030,P2,multiplication,core,array,P1,第30小组：有8组，每组4个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第30小组：有8组，每组4个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-031,P2,multiplication,core,array,P1,小林摆了9行纸条，每行7个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：小林摆了9行纸条，每行7个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-032,P2,multiplication,core,array,P1,第32小组：有2组，每组2个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第32小组：有2组，每组2个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-033,P2,multiplication,core,array,P1,第33小组：有3组，每组5个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第33小组：有3组，每组5个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-034,P2,multiplication,core,array,P1,第34小组：有4组，每组8个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第34小组：有4组，每组8个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-035,P2,multiplication,core,array,P1,第35小组：有5组，每组3个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第35小组：有5组，每组3个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-036,P2,multiplication,core,array,P1,第36小组：有6组，每组6个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第36小组：有6组，每组6个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-037,P2,multiplication,core,array,P1,第37小组：有7组，每组9个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第37小组：有7组，每组9个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-038,P2,multiplication,core,array,P1,第38小组：有8组，每组4个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第38小组：有8组，每组4个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-039,P2,multiplication,core,array,P1,第39小组：有9组，每组7个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第39小组：有9组，每组7个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-040,P2,multiplication,core,array,P1,第40小组：有2组，每组2个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第40小组：有2组，每组2个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-041,P2,multiplication,core,array,P1,第41小组：有3组，每组5个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第41小组：有3组，每组5个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-042,P2,multiplication,core,array,P1,第42小组：有4组，每组8个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第42小组：有4组，每组8个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-043,P2,multiplication,core,array,P1,第43小组：有5组，每组3个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第43小组：有5组，每组3个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-044,P2,multiplication,core,array,P1,第44小组：有6组，每组6个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第44小组：有6组，每组6个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-045,P2,multiplication,core,array,P1,第45小组：有7组，每组9个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第45小组：有7组，每组9个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-046,P2,multiplication,core,array,P1,第46小组：有8组，每组4个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第46小组：有8组，每组4个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-047,P2,multiplication,core,array,P1,第47小组：有9组，每组7个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第47小组：有9组，每组7个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-048,P2,multiplication,core,array,P1,第48小组：有2组，每组2个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第48小组：有2组，每组2个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-049,P2,multiplication,core,array,P1,第49小组：有3组，每组5个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第49小组：有3组，每组5个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-050,P2,multiplication,core,array,P1,第50小组：有4组，每组8个，一共有多少个？,为人教版小学数学“表内乘法与阵列”题目生成一张相同小组/阵列乘法题目插图。题干：第50小组：有4组，每组8个，一共有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-091,P2,measurement-geometry,core,ruler,P1,乐乐量到一条纸带长23厘米，另一条比它长16厘米。另一条长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：乐乐量到一条纸带长23厘米，另一条比它长16厘米。另一条长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-092,P2,measurement-geometry,core,ruler,P1,运动场有一根绳子长28厘米，新绳子比它长6厘米，新绳子长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：运动场有一根绳子长28厘米，新绳子比它长6厘米，新绳子长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-093,P2,measurement-geometry,core,ruler,P1,手工桌上的蓝条长33厘米，红条比蓝条长8厘米。红条长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：手工桌上的蓝条长33厘米，红条比蓝条长8厘米。红条长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-094,P2,measurement-geometry,core,ruler,P1,浩浩量到一条纸带长38厘米，另一条比它长10厘米。另一条长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：浩浩量到一条纸带长38厘米，另一条比它长10厘米。另一条长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-095,P2,measurement-geometry,core,ruler,P1,第95小组：一根彩带长50厘米，另一根比它长16厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第95小组：一根彩带长50厘米，另一根比它长16厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-096,P2,measurement-geometry,core,ruler,P1,第96小组：一根彩带长54厘米，另一根比它长5厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第96小组：一根彩带长54厘米，另一根比它长5厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-097,P2,measurement-geometry,core,ruler,P1,图书角有一根绳子长51厘米，新绳子比它长14厘米，新绳子长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：图书角有一根绳子长51厘米，新绳子比它长14厘米，新绳子长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-098,P2,measurement-geometry,core,ruler,P1,第98小组：一根彩带长62厘米，另一根比它长7厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第98小组：一根彩带长62厘米，另一根比它长7厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-099,P2,measurement-geometry,core,ruler,P1,第99小组：一根彩带长66厘米，另一根比它长8厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第99小组：一根彩带长66厘米，另一根比它长8厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-fi-100,P2,measurement-geometry,core,ruler,P1,手工桌上的蓝条长64厘米，红条比蓝条长6厘米。红条长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：手工桌上的蓝条长64厘米，红条比蓝条长6厘米。红条长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-051,P2,measurement-geometry,core,ruler,P1,第51小组：一根彩带长84厘米，另一根比它长8厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第51小组：一根彩带长84厘米，另一根比它长8厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-052,P2,measurement-geometry,core,ruler,P1,第52小组：一根彩带长88厘米，另一根比它长9厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第52小组：一根彩带长88厘米，另一根比它长9厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-053,P2,measurement-geometry,core,ruler,P1,第53小组：一根彩带长22厘米，另一根比它长10厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第53小组：一根彩带长22厘米，另一根比它长10厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-054,P2,measurement-geometry,core,ruler,P1,第54小组：一根彩带长26厘米，另一根比它长11厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第54小组：一根彩带长26厘米，另一根比它长11厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-055,P2,measurement-geometry,core,ruler,P1,第55小组：一根彩带长30厘米，另一根比它长12厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第55小组：一根彩带长30厘米，另一根比它长12厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-056,P2,measurement-geometry,core,ruler,P1,第56小组：一根彩带长34厘米，另一根比它长13厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第56小组：一根彩带长34厘米，另一根比它长13厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-057,P2,measurement-geometry,core,ruler,P1,第57小组：一根彩带长38厘米，另一根比它长14厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第57小组：一根彩带长38厘米，另一根比它长14厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-058,P2,measurement-geometry,core,ruler,P1,第58小组：一根彩带长42厘米，另一根比它长15厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第58小组：一根彩带长42厘米，另一根比它长15厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-059,P2,measurement-geometry,core,ruler,P1,第59小组：一根彩带长46厘米，另一根比它长16厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第59小组：一根彩带长46厘米，另一根比它长16厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-060,P2,measurement-geometry,core,ruler,P1,第60小组：一根彩带长50厘米，另一根比它长5厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第60小组：一根彩带长50厘米，另一根比它长5厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-061,P2,measurement-geometry,core,ruler,P1,美术柜有一根绳子长31厘米，新绳子比它长8厘米，新绳子长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：美术柜有一根绳子长31厘米，新绳子比它长8厘米，新绳子长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-062,P2,measurement-geometry,core,ruler,P1,第62小组：一根彩带长58厘米，另一根比它长7厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第62小组：一根彩带长58厘米，另一根比它长7厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-063,P2,measurement-geometry,core,ruler,P1,第63小组：一根彩带长62厘米，另一根比它长8厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第63小组：一根彩带长62厘米，另一根比它长8厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-064,P2,measurement-geometry,core,ruler,P1,第64小组：一根彩带长66厘米，另一根比它长9厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第64小组：一根彩带长66厘米，另一根比它长9厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-065,P2,measurement-geometry,core,ruler,P1,第65小组：一根彩带长70厘米，另一根比它长10厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第65小组：一根彩带长70厘米，另一根比它长10厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-066,P2,measurement-geometry,core,ruler,P1,第66小组：一根彩带长74厘米，另一根比它长11厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第66小组：一根彩带长74厘米，另一根比它长11厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-067,P2,measurement-geometry,core,ruler,P1,第67小组：一根彩带长78厘米，另一根比它长12厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第67小组：一根彩带长78厘米，另一根比它长12厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-068,P2,measurement-geometry,core,ruler,P1,第68小组：一根彩带长82厘米，另一根比它长13厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第68小组：一根彩带长82厘米，另一根比它长13厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-069,P2,measurement-geometry,core,ruler,P1,第69小组：一根彩带长86厘米，另一根比它长14厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第69小组：一根彩带长86厘米，另一根比它长14厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-070,P2,measurement-geometry,core,ruler,P1,第70小组：一根彩带长20厘米，另一根比它长15厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第70小组：一根彩带长20厘米，另一根比它长15厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
