questionId,curriculumTrack,batch,grade,topicId,type,storedAnswer,independentAnswer,status,severity,notes
pep-junior-v2-s2-k06-fi-004,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,51°,51°,pass,none,OK
pep-junior-v2-s2-k06-fi-005,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,50°,50°,pass,none,OK
pep-junior-v2-s2-k06-fi-006,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,49°,49°,pass,none,OK
pep-junior-v2-s2-k06-fi-007,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,48°,48°,pass,none,OK
pep-junior-v2-s2-k06-fi-008,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,47°,47°,pass,none,OK
pep-junior-v2-s2-k06-fi-009,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,46°,46°,pass,none,OK
pep-junior-v2-s2-k06-fi-010,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,45°,45°,pass,none,OK
pep-junior-v2-s2-k06-fi-011,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,44°,44°,pass,none,OK
pep-junior-v2-s2-k06-fi-012,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,43°,43°,pass,none,OK
pep-junior-v2-s2-k06-fi-013,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,42°,42°,pass,none,OK
pep-junior-v2-s2-k06-fi-014,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,41°,41°,pass,none,OK
pep-junior-v2-s2-k06-fi-015,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,40°,40°,pass,none,OK
pep-junior-v2-s2-k06-fi-016,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,39°,39°,pass,none,OK
pep-junior-v2-s2-k06-fi-017,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,38°,38°,pass,none,OK
pep-junior-v2-s2-k06-fi-018,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,37°,37°,pass,none,OK
pep-junior-v2-s2-k06-fi-019,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,36°,36°,pass,none,OK
pep-junior-v2-s2-k06-fi-020,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,35°,35°,pass,none,OK
pep-junior-v2-s2-k06-fi-021,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,34°,34°,pass,none,OK
pep-junior-v2-s2-k06-fi-022,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,33°,33°,pass,none,OK
pep-junior-v2-s2-k06-fi-023,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,32°,32°,pass,none,OK
pep-junior-v2-s2-k06-fi-024,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,31°,31°,pass,none,OK
pep-junior-v2-s2-k06-fi-025,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,30°,30°,pass,none,OK
pep-junior-v2-s2-k06-fi-026,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,29°,29°,pass,none,OK
pep-junior-v2-s2-k06-fi-027,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,28°,28°,pass,none,OK
pep-junior-v2-s2-k06-fi-028,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,27°,27°,pass,none,OK
pep-junior-v2-s2-k06-fi-029,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,26°,26°,pass,none,OK
pep-junior-v2-s2-k06-fi-030,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,70°,70°,pass,none,OK
pep-junior-v2-s2-k06-fi-031,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,69°,69°,pass,none,OK
pep-junior-v2-s2-k06-fi-032,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,68°,68°,pass,none,OK
pep-junior-v2-s2-k06-fi-033,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,67°,67°,pass,none,OK
pep-junior-v2-s2-k06-fi-034,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,fill-in,66°,66°,pass,none,OK
pep-junior-v2-s2-k06-sa-001,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-002,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-003,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-004,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-005,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-006,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-007,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-008,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-009,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-010,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-011,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-012,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-013,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-014,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-015,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-016,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-017,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-018,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-019,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-020,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-021,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-022,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-023,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-024,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-025,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-026,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-027,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-028,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-029,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-030,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-031,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-032,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k06-sa-033,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS,pass,none,OK
pep-junior-v2-s2-k07-mc-001,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+2)(x+7),(x+2)(x+7),pass,none,OK
pep-junior-v2-s2-k07-mc-002,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+3)(x+9),(x+3)(x+9),pass,none,OK
pep-junior-v2-s2-k07-mc-003,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+4)(x+11),(x+4)(x+11),pass,none,OK
pep-junior-v2-s2-k07-mc-004,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+5)(x+13),(x+5)(x+13),pass,none,OK
pep-junior-v2-s2-k07-mc-005,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+6)(x+15),(x+6)(x+15),pass,none,OK
pep-junior-v2-s2-k07-mc-006,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+7)(x+17),(x+7)(x+17),pass,none,OK
pep-junior-v2-s2-k07-mc-007,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+8)(x+2),(x+8)(x+2),pass,none,OK
pep-junior-v2-s2-k07-mc-008,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+9)(x+4),(x+9)(x+4),pass,none,OK
pep-junior-v2-s2-k07-mc-009,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+10)(x+6),(x+10)(x+6),pass,none,OK
pep-junior-v2-s2-k07-mc-010,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+11)(x+8),(x+11)(x+8),pass,none,OK
pep-junior-v2-s2-k07-mc-011,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+12)(x+10),(x+12)(x+10),pass,none,OK
pep-junior-v2-s2-k07-mc-012,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+13)(x+12),(x+13)(x+12),pass,none,OK
pep-junior-v2-s2-k07-mc-013,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+14)(x+14),(x+14)(x+14),pass,none,OK
pep-junior-v2-s2-k07-mc-014,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+15)(x+16),(x+15)(x+16),pass,none,OK
pep-junior-v2-s2-k07-mc-015,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+16)(x+1),(x+16)(x+1),pass,none,OK
pep-junior-v2-s2-k07-mc-016,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+17)(x+3),(x+17)(x+3),pass,none,OK
pep-junior-v2-s2-k07-mc-017,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+18)(x+5),(x+18)(x+5),pass,none,OK
pep-junior-v2-s2-k07-mc-018,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+19)(x+7),(x+19)(x+7),pass,none,OK
pep-junior-v2-s2-k07-mc-019,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+20)(x+9),(x+20)(x+9),pass,none,OK
pep-junior-v2-s2-k07-mc-020,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+2)(x+11),(x+2)(x+11),pass,none,OK
pep-junior-v2-s2-k07-mc-021,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+3)(x+13),(x+3)(x+13),pass,none,OK
pep-junior-v2-s2-k07-mc-022,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+4)(x+15),(x+4)(x+15),pass,none,OK
pep-junior-v2-s2-k07-mc-023,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+5)(x+17),(x+5)(x+17),pass,none,OK
pep-junior-v2-s2-k07-mc-024,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+6)(x+2),(x+6)(x+2),pass,none,OK
pep-junior-v2-s2-k07-mc-025,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+7)(x+4),(x+7)(x+4),pass,none,OK
pep-junior-v2-s2-k07-mc-026,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+8)(x+6),(x+8)(x+6),pass,none,OK
pep-junior-v2-s2-k07-mc-027,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+9)(x+8),(x+9)(x+8),pass,none,OK
pep-junior-v2-s2-k07-mc-028,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+10)(x+10),(x+10)(x+10),pass,none,OK
pep-junior-v2-s2-k07-mc-029,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+11)(x+12),(x+11)(x+12),pass,none,OK
pep-junior-v2-s2-k07-mc-030,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+12)(x+14),(x+12)(x+14),pass,none,OK
pep-junior-v2-s2-k07-mc-031,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+13)(x+16),(x+13)(x+16),pass,none,OK
pep-junior-v2-s2-k07-mc-032,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+14)(x+1),(x+14)(x+1),pass,none,OK
pep-junior-v2-s2-k07-mc-033,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+15)(x+3),(x+15)(x+3),pass,none,OK
pep-junior-v2-s2-k07-fi-001,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,30x^5,30x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-002,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,12x^2,12x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-003,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,25x^5,25x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-004,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,42x^5,42x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-005,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,63x^2,63x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-006,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,88x^5,88x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-007,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,36x^5,36x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-008,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,12x^2,12x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-009,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,24x^5,24x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-010,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,40x^5,40x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-011,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,15x^2,15x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-012,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,30x^5,30x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-013,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,49x^5,49x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-014,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,72x^2,72x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-015,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,99x^5,99x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-016,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,8x^5,8x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-017,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,18x^2,18x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-018,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,32x^5,32x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-019,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,50x^5,50x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-020,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,18x^2,18x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-021,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,35x^5,35x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-022,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,56x^5,56x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-023,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,81x^2,81x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-024,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,22x^5,22x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-025,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,12x^5,12x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-026,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,24x^2,24x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-027,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,40x^5,40x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-028,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,60x^5,60x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-029,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,21x^2,21x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-030,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,40x^5,40x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-031,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,63x^5,63x^5,pass,none,OK
pep-junior-v2-s2-k07-fi-032,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,18x^2,18x^2,pass,none,OK
pep-junior-v2-s2-k07-fi-033,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,fill-in,33x^5,33x^5,pass,none,OK
pep-junior-v2-s2-k07-sa-001,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,3,3,pass,none,OK
pep-junior-v2-s2-k07-sa-002,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,4,4,pass,none,OK
pep-junior-v2-s2-k07-sa-003,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,5,5,pass,none,OK
pep-junior-v2-s2-k07-sa-004,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,6,6,pass,none,OK
pep-junior-v2-s2-k07-sa-005,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,7,7,pass,none,OK
pep-junior-v2-s2-k07-sa-006,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,8,8,pass,none,OK
pep-junior-v2-s2-k07-sa-007,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,9,9,pass,none,OK
pep-junior-v2-s2-k07-sa-008,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,2,2,pass,none,OK
pep-junior-v2-s2-k07-sa-009,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,3,3,pass,none,OK
pep-junior-v2-s2-k07-sa-010,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,4,4,pass,none,OK
pep-junior-v2-s2-k07-sa-011,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,5,5,pass,none,OK
pep-junior-v2-s2-k07-sa-012,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,6,6,pass,none,OK
pep-junior-v2-s2-k07-sa-013,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,7,7,pass,none,OK
pep-junior-v2-s2-k07-sa-014,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,8,8,pass,none,OK
pep-junior-v2-s2-k07-sa-015,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,9,9,pass,none,OK
pep-junior-v2-s2-k07-sa-016,MAINLAND_PEP_HIGH,junior-rag-v2-1200,S2,pep-junior-s2-upper-polynomials-fractions,short-answer,2,2,pass,none,OK
